doc_id,Name,org,source_type,date,language,study_title,card_text,text_org_masked_path,full_text_path,topic_seed,stakeholder_type,label_source,near_dup_cluster
hesa441_emergency_situation_facing_c_0005,I wonder if somewhere in Quebec JUSTICE and allegations and HYPERBOLE are not used to silence POLITICAL opponents. I present here a deeper analysis of the CASE of HAROLD LEBEL and Jean Charest and the,"Tremblay Dionne, Érick",hesa_brief,2022-08-31,en,Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic,"I wonder if somewhere in Quebec JUSTICE and allegations and HYPERBOLE are not used to silence POLITICAL opponents. I present here a deeper analysis of the CASE of HAROLD LEBEL and Jean Charest and the CHARBONNEAU commission, and the case of our hypermediatized artists and public figures, victims at the time of their RISE, first one, then two, then THREE allegations from all sides and WIDELY ENCOURAGED, turning it into a personal and shared boycott in a kind of public vendetta and a witch hunt of PUBLIC figures. TO DRIVE THEM OUT OF THE PUBLIC LANDSCAPE. And return them to their little closet locked at home far away from the world. As you give yourself a spank, realize that ... FINALLY... THE CAQ was elected by JUDICIAL POLITICIZATION and by THE DEMONIZATION OF THE LIBERAL PARTY.... By the instrumentalization of a commission of inquiry that tarnished the REPUTATION of MALE and female politicians as an ENTIRE party. And a government in power at the very TIME. By manipulating UPAC and the police. JUSTICE and public departments. BEFORE A GENERAL ELECTION. AND THIS ON THE BACK AND TO THE DETRIMENT OF THE LIBERAL PARTY and the HEARSAY OF OPPONENTS OF BAD FAITH. A policy of bad faith and bad communities called to act together. FOR ME THE TIME HAS COME TO CLEAR THE LIBERAL PARTY OF QUEBEC AND launch a new commission of inquiry into the investigation itself and the root of this story and the POLITICAL INSTRUMENTALIZATION of our domestic",data/interim/clean/hesa441_emergency_situation_facing_c_0005_masked.txt,data/interim/clean/hesa441_emergency_situation_facing_c_0005.txt,unlabeled,,weak,
hesa441_emergency_situation_facing_c_0006,"July 14, 2022","Sheridan, Barry / Sheridan, Linda",hesa_brief,2022-08-26,en,Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic,"July 14, 2022 The Standing Committee on Health. My name is Barry Sheridan, my wife's name is Linda Sheridan. We are in our early eighties and just celebrated our sixtieth wedding anniversary, have two very successful sons that both have excelled in their chosen occupations. Through all our lives, so far , we have not had to rely on government support of any kind. We have led very active lives, with miles of walking most days, watching our diets. Linda is a very good cook and always, and still is , aware of certain things one should or shouldn't eat . All of which has contributed to our current healthy condition. When the boys were young they both suffered from serious allergenic reactions to many foods. Linda through her perseverance and knowledge started reading all about the reactions that the boys were having and what the possible causes were from. Remember there was no “GOOGLE' stuff then. It was a very huge undertaking and in the end she was able to figure out what was causing their issues. To make it more challenging both the boys suffered from different food allergies. Linda, who is very fit and healthy, has had her share of terrible reactions to certain drugs. One of them is a drug that “everyone” takes and never has had any problems and the other was an antibiotic from a dental surgery. Without exaggerating, she almost died from the reaction from these , so called,common everyday treatments. It was",data/interim/clean/hesa441_emergency_situation_facing_c_0006_masked.txt,data/interim/clean/hesa441_emergency_situation_facing_c_0006.txt,unlabeled,individual,weak,
hesa441_emergency_situation_facing_c_0007,I am writing to express my dissatisfaction with the covid response in Canada and British Columbia on behalf of my adult daughter with disabilities and myself. I have the authority to write on her beha,"Geschke, Laurie",hesa_brief,2022-08-19,en,Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic,"I am writing to express my dissatisfaction with the covid response in Canada and British Columbia on behalf of my adult daughter with disabilities and myself. I have the authority to write on her behalf as I am her legal representative according to her Section 7 Representative Agreement. After 15 months of lockdowns, (“2 weeks to slow the curve”, remember?), in July of 2021, she and I decided I would take her down to Wyoming to an equine-based program for autistic adults on a ranch. I crossed the border into Washington with no problems. We had a letter from the program director in Wyoming saying we were to rendez-vous in Ellensburg at noon and then I would return home that same day. “Of course the trip is essential,” the officers with the US Customs and Border Protection said, “she’s autistic.” However, later that afternoon, the Canadian screening officer with Canada Customs and Border Patrol would not let me come back without either a $5000 fine or a PCR test. I knew I had to come back again with Jacynthe that summer or fall, so I stayed for 2 nights and 3 days in Washington State without my CPAP machine or my blood pressure pills to find out how to get the PCR test. Then I came home and quarantined, perfectly healthy, arrested in my own home. I was harassed daily at my front door and on the phone by provincial and/or federal bureaucrats asking if I knew the rules, had",data/interim/clean/hesa441_emergency_situation_facing_c_0007_masked.txt,data/interim/clean/hesa441_emergency_situation_facing_c_0007.txt,unlabeled,individual,weak,
hesa441_emergency_situation_facing_c_0008,by the [ORG] 12 July 2022 RECOMMENDATIONS The federal government should:,Canadian Public Health Association,hesa_brief,2022-07-19,en,Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic,"by the [ORG] 12 July 2022 RECOMMENDATIONS The federal government should: 1. Establish a cross-jurisdictional working group on public health systems, with a mandate to: • Define functions that public health services provide to Canadians; establish high-level population health goals that public health services aim to achieve for Canadian populations; and identify outcome indicators to focus planning, resourcing, and cross-jurisdictional reporting. • Work closely with the federal government’s implementation of the Pan-Canadian Health Data Strategy initiative to ensure that data systems provide suitable outcome indicators for public health needs. • Update public health competencies, working with public health practitioners, professional training programs, universities, and federal/provincial/territorial governments. 2. Fund development and delivery of accessible and flexible training for Canadian health professionals working in public health services. 3. Lead provincial and territorial governments in jointly considering a Canada Public Health Act that would: • Define core functions of public health; • Detail the federal mandate to support public health at the national level and in collaboration with provinces and territories; • Provide new funding transfers to provinces and territories to bolster capacity for specific public health programs and services; • Provide annual reporting on progress towards population health goals; and • Define federal powers in a public health emergency related to areas where a pan-Canadian approach is essential (e.g., immunization, manufacturing capacity, and data reporting). 4. Enable cross-departmental collaboration to advance public health by establishing targeted governmental mechanisms, specifying expectations in ministerial mandate letters, and requiring that specific governmental processes in relevant",data/interim/clean/hesa441_emergency_situation_facing_c_0008_masked.txt,data/interim/clean/hesa441_emergency_situation_facing_c_0008.txt,public_health,,weak,
hesa441_emergency_situation_facing_c_0009,"As a Canadian, I will always remember the harm our government caused during the COVID pandemic. It will forever be a dark cloud in our history. The playgrounds that were shutdown, fences put up. The m","Glover, Taylor",hesa_brief,2022-06-29,en,Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic,"As a Canadian, I will always remember the harm our government caused during the COVID pandemic. It will forever be a dark cloud in our history. The playgrounds that were shutdown, fences put up. The masking that was forced on our children, despite data showing that the rate of transmission in children was low. How the entire country had to lockdown, to protect the vulnerable when we should’ve protected the vulnerable and allowed the rest of the country to continue living their lives. This was a virus that had a very high survival rate early on, and it got even higher as the Omicron variant emerged. As of June 12th, Ontario’s total deaths are 90.5 deaths per 100,000. That works out to 0.000905% (Ontario Public Health website). To think the risk of dying from this virus was so incredibly low, yet these lockdowns caused such harm in so many aspects of life – it’s truly devastating. Yes, sadly people passed away from this virus. The majority of the deaths in Canada were in the elderly or people that had multiple co-morbidities. This was not a virus that was showing to take out healthy people. Yet even with data to support this, we locked down our entire Country multiple times. We locked down our schools before we locked down our airports – how does that make sense if we knew the virus was coming from overseas? For our children, they were forced to stay home, away from their friends, away from",data/interim/clean/hesa441_emergency_situation_facing_c_0009_masked.txt,data/interim/clean/hesa441_emergency_situation_facing_c_0009.txt,public_health,individual,weak,
hesa441_emergency_situation_facing_c_0010,"Dr. Kelly O’Brien, PhD, PT Associate Professor, Department of Physical Therapy, University of Toronto Co-Director, Rehabilitation Science Research Network for COVID, Temerty Faculty of Medicine, Unive","O'Brien, Kelly",hesa_brief,2022-06-29,en,Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic,"Dr. Kelly O’Brien, PhD, PT Associate Professor, Department of Physical Therapy, University of Toronto Co-Director, Rehabilitation Science Research Network for COVID, Temerty Faculty of Medicine, University of Toronto Canada Research Chair in Episodic Disability and Rehabilitation Co-Director, Disability and Rehabilitation, Long COVID Physio Brief Submission June 13, 2022 SUMMARY POINTS & RECOMMENDATIONS • Long COVID presents with multi-dimensional clusters of symptoms that can fluctuate, sometimes unpredictably, whereby symptoms adversely affect general well-being and ability to perform dayto-day activities, exercise, or work. • We propose that Long COVID should be conceptualised as an episodic health condition, characterised by health-related challenges (or disability) that may be multi-dimensional, episodic, and unpredictable in nature. • Dimensions of disability experienced by people living with Long COVID may include physical, cognitive, mental and emotional health challenges, difficulties with daily activities, challenges to social inclusion, and uncertainty, with uncertainty and worrying about the future a key dimension of disability. • The role for rehabilitation is critical for people living with Long COVID, offering a goal-oriented, person-centred approach to prevent, mitigate, and address episodic disability. • There is a need to establish valid and reliable measures of episodic disability, assessing effectiveness of rehabilitation approaches and interventions, and building on existing international collaborations and community-engaged partnerships to advance practice, research, and policy. Introduction A growing number of individuals are living with persistent and prolonged signs and symptoms following infection consistent with COVID-19, referred to as Long COVID or Post-COVID Condition. Defined by the World Health Organization, “Post COVID-19 condition",data/interim/clean/hesa441_emergency_situation_facing_c_0010_masked.txt,data/interim/clean/hesa441_emergency_situation_facing_c_0010.txt,public_health,,weak,
hesa441_emergency_situation_facing_c_0011,"Thank you for making the time to accept this Brief. I am speaking on behalf of my twin brother, Stephen MacDougall. He died on May 25, 2021, 4 weeks after receiving his first dose of Astra Zeneca vacc","Dolan, Stephanie",hesa_brief,2022-06-28,en,Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic,"Thank you for making the time to accept this Brief. I am speaking on behalf of my twin brother, Stephen MacDougall. He died on May 25, 2021, 4 weeks after receiving his first dose of Astra Zeneca vaccine, at the age of 45. Before I delve into details, I thought I would speak a little about who Stephen was. Stephen was beloved by so many people. To know Stephen was to experience love, and a joy for life. Stephen could best be described as a bright light. He drew people in, everywhere he went, and made people feel better for knowing him. He was magnetic. When he died, people from every part of his tremendous life reached out to extend their condolences and share their stories. Friends, teachers from every school (including substitute teachers from elementary school), co-workers, classmates, teammates, and family shared not only their love, but specific– sometimes ridiculous and funny– details. . A common thread emerged: Stephen made people feel better, he was compassionate, he was joyful, he extended a hand to all. He could bridge divides. He always assumed the best of intentions of others and had a way of making us all see each other through a different lens. A better, more compassionate lens. It was as if he was a flashlight, shining light everywhere he went. He was a devoted son, a caring brother. He was a cherished husband. His most beloved title was that of “Daddy”. He leaves behind a grieving family including",data/interim/clean/hesa441_emergency_situation_facing_c_0011_masked.txt,data/interim/clean/hesa441_emergency_situation_facing_c_0011.txt,unlabeled,individual,weak,
hesa441_emergency_situation_facing_c_0012,"Throughout the pandemic I feel that we, as a country, completely lost sight of our humanity. I work at multiple healthcare facilities throughout my community, both acute surgical, medical and long ter","Basaraba, Katrina",hesa_brief,2022-06-27,en,Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic,"Throughout the pandemic I feel that we, as a country, completely lost sight of our humanity. I work at multiple healthcare facilities throughout my community, both acute surgical, medical and long term care. The stress and horror at witnessing patients having to come to the hospital alone for very sensitive issues that very much warranted family support, or having to witness patients pass away alone while their family members stood outside and watched through a window was traumatic to say the least. We never should have initiated policies that prevented visitors from supporting their loved ones, nor should we have the power to do so. Being an unvaccinated Canadian I faced job loss, was prevented from taking part in society, was/am discriminated against by the very leader of my country, and to be honest feel stress and a sense that I am doing something wrong when I enter the rec center to take my young daughters swimming or to a movie even to this day. My husband and I continue to be banned from travelling by plane due to senseless travel bans and restrictions that continue unnecessarily for unvaccinated Canadians. These rules have prevented us from seeing my husbands’ family on the other side of Canada for over 2 years. Reflecting on the past two years I am horrified by the trauma induced on Canadians, and for what? In the end the majority of us have contracted Covid. We have been mocked, ridiculed, shamed, lost our jobs. We have been",data/interim/clean/hesa441_emergency_situation_facing_c_0012_masked.txt,data/interim/clean/hesa441_emergency_situation_facing_c_0012.txt,public_health,individual,weak,
hesa441_emergency_situation_facing_c_0013,"To: The Standing Committee on Health,","Snyder, Mavis",hesa_brief,2022-06-27,en,Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic,"To: The Standing Committee on Health, I am writing this brief in the hopes that adding my voice to the millions of others who have been negatively affected by the Covid mandates and restrictions, can lead to a change in this country. I hope our voices will be heard and taken seriously. Speaking simply as a wife, mother, daughter, granddaughter and Canadian citizen, I am appalled at the continued draconian measures in response to Covid 19. Early on in the pandemic, when there was much uncertainty in regards to the severity, spread and possible death-toll, the various mandates, restrictions and bylaws made sense – we were all a little unsure how things would play out. But it didn't take long to see that things did not pan out as seriously as predicted, but instead of relaxing the mandates, the government of Canada (and provincial governments) seemed bent on continuing to restrict Canadians from living as free citizens, and even increasing the restrictions in place. Forced masking, closing of businesses and places of worship, punitive threats on any type of social gathering and, eventually, forced vaccination (by using coercive threats, measures, and punishments) have all impeded our rights to live as free citizens of Canada. We were told we were no longer allowed to make choices for ourselves, that we must do as told or be punished with fines, lack of service (in health care settings, for example), imprisonment (to see Canadian pastors put in prison – I never thought I'd",data/interim/clean/hesa441_emergency_situation_facing_c_0013_masked.txt,data/interim/clean/hesa441_emergency_situation_facing_c_0013.txt,public_health,individual,weak,
hesa441_emergency_situation_facing_c_0014,"May 30 2022 To the Committee Members, My name is Courtney Hobbs and I am a Canadian Citizen, teacher and mother. I have had the privilege of travelling to many regions of the world. I have seen Canada","Hobbs, Courtney",hesa_brief,2022-06-27,en,Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic,"May 30 2022 To the Committee Members, My name is Courtney Hobbs and I am a Canadian Citizen, teacher and mother. I have had the privilege of travelling to many regions of the world. I have seen Canada from coast to coast. I have lived in another country. I hold 3 degrees and have 2 children. I am a contributing member of society. And the Covid-19 pandemic nearly killed me. I have been battling mental health issues for most of my life. But in 2015 I started my path to becoming the healthiest version of myself. In January 2020 when I gave birth to my second child I was the best version of myself I’ve ever been. I was thriving. Fast forward to July 2021 and I was writing goodbye letters to my beautiful daughters and planning how I would take my own life. It actually wasn’t the lockdowns. I was blessed to have family and friends that were willing to break “the bubble” rule to celebrate life's milestones quietly. It wasn’t the fear because I trusted my body and stopped consuming any mainstream media very early on. It was the divide. From the moment that Covid tracking app was introduced and I refused to get it, to the vaccine that I also chose not to get because I was more of a threat to my own health and safety than Covid. It was the divide. It was the pinning of people against each other. It was the fact that",data/interim/clean/hesa441_emergency_situation_facing_c_0014_masked.txt,data/interim/clean/hesa441_emergency_situation_facing_c_0014.txt,public_health,individual,weak,
hesa441_emergency_situation_facing_c_0015,I am very anxious and disturbed and suffering sleepless nights concerned for the humans of our world because: there is no science showing a health benefit from the mask and social distancing mandates ,"Hunter, Vicki",hesa_brief,2022-06-27,en,Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic,"I am very anxious and disturbed and suffering sleepless nights concerned for the humans of our world because: there is no science showing a health benefit from the mask and social distancing mandates I am being coerced to comply with; there is no proof of the actual c-vid 19 “virus"" ever having been isolated, that would justify these measures; there is no more annual deaths from flu year over year than usual that would show the measures were even necessary; there there are thousands of doctors and lawyers around the world standing up to explain, demonstrate, verify that there is no reason to create these lock downs which are more like house arrests; there is now the threat that I may have to submit to these coercive mRNA experiments, falsely called “vaccinations”, in order to get a digital “passport” or having daily rights revoked; there is credible information that if injected I will be subjected to sophisticated tracking system that will rob me of my privacy and my expose my every action to scrutiny by who knows whom’ there are experts and court findings that PCR tests were never designed for detecting infections there is a mountain of evidence and testimony that the “cases” being reported to drive panic are actually false positives; Elders who are dying are being denied the presence of loved ones at their passing There are deaths being attributed to COVID which were actually the result of various co-morbidities; there are ingredients in the injections made",data/interim/clean/hesa441_emergency_situation_facing_c_0015_masked.txt,data/interim/clean/hesa441_emergency_situation_facing_c_0015.txt,public_health,individual,weak,
hesa441_emergency_situation_facing_c_0016,"Personal Experience of Maureen Thompson When the pandemic started I was having my third miscarriage after several years of infertility. I thought I was nearing the end of my personal nightmare, but I ","Thompson, Maureen",hesa_brief,2022-06-23,en,Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic,"Personal Experience of Maureen Thompson When the pandemic started I was having my third miscarriage after several years of infertility. I thought I was nearing the end of my personal nightmare, but I had no idea it was just beginning. I contracted Covid-19 in March of 2020. It was not pleasant but I recovered with an outpatient visit to my doctor. I got pregnant again in August of 2020. This pregnancy was successful, and we have a wonderful, healthy vibrant son. While pregnant I experienced several lockdowns where I could not see anyone outside of my husband including my biggest support, my mother. I was isolated and lonely, missing my favorite events like Christmas and having a baby shower. What should have been the happiest time of my life was one where I was deeply sad, often despondent and felt a general sense of hopelessness. There were many days where I could not control my crying, and it would last for hours because of the cruel and inhumane way I was forced to exist. As my due date neared and my husband worked nights, no one could stay with me due to the Covid rules. I was incredibly anxious I would go into labor alone which was against my wishes. My mom took my birth class with me online. When I went to the hospital to deliver she was told to go home as the rules had changed that morning. I was incredibly anxious and heartbroken which resulted in my",data/interim/clean/hesa441_emergency_situation_facing_c_0016_masked.txt,data/interim/clean/hesa441_emergency_situation_facing_c_0016.txt,public_health,individual,weak,
hesa441_emergency_situation_facing_c_0017,"Since this pandemic began I have watched politicians, those sworn to serve Canadians take more and more of our Charter Freedoms away, all in the name of so called science.","Floden, Deborah",hesa_brief,2022-06-23,en,Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic,"Since this pandemic began I have watched politicians, those sworn to serve Canadians take more and more of our Charter Freedoms away, all in the name of so called science. I was so glad that a vaccine was created for anyone feeling vulnerable to make the medical choice which is their right in this Country. Choices! Those who wanted to and chose to get vaccinated were lauded as heroes and village minded and those who chose not to were vilified, bullied within their families and communities. I watched as the leader of our democratic nation drove division even further into the psyche of Canadians during his federal election. I am appalled at how the leadership of this country has used this pandemic to make ‘bills’ that remove more and more of our charter freedoms all in the name of protecting Canadians. I chose to exercise what I thought was part of my Charter Rights to opt out of global drug trial with an untried and test vaccine. It was granted emergency use only and although all my other shots were up to date this one I thought I would wait on to see what happened. I had no clue that this democratic nation that I served in the military for would make it so that I needed specific documents related to the vaccine in order to travel. International travel I understand as I have needed vaccines to go to various parts of the world where disease was high however was",data/interim/clean/hesa441_emergency_situation_facing_c_0017_masked.txt,data/interim/clean/hesa441_emergency_situation_facing_c_0017.txt,public_health,individual,weak,
hesa441_emergency_situation_facing_c_0019,"I would like to share my experience of navigating life during the pandemic and the impacts of mask wearing, lockdowns and vaccine mandates. Being in the tourism industry, our business was shut down in","Anderson, Virginia",hesa_brief,2022-06-23,en,Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic,"I would like to share my experience of navigating life during the pandemic and the impacts of mask wearing, lockdowns and vaccine mandates. Being in the tourism industry, our business was shut down in 2020 and we did not know if we were going to make it. Would we lose our house if we couldn’t pay our mortgage, would we have a business once lockdowns were over, would we be able to feed out family. I can’t begin to express the stress and fear of being forced to shut down everything you have worked so hard for and not know how you would come out the other side. Being forced to wear masks, especially when there is no science showing that they are effective, added a lot of stress and inability to go certain places. Most places in my community did not honour exemptions and I felt vilified and disregarded for even asking businesses if I could enter. I would try to wear one and at times had to leave the store due to feeling faint, anxiety and unwell. I would often travel over an hour to buy groceries at a store that would honour exemptions. My son, who has asthma, was also forced to wear a mask at school and at work as apparently asthma is not considered a legitimate reason to not wear one, thus exacerbating his condition. My daughter also struggled with wearing masks and would often have to leave stores due to an inability to breathe",data/interim/clean/hesa441_emergency_situation_facing_c_0019_masked.txt,data/interim/clean/hesa441_emergency_situation_facing_c_0019.txt,public_health,individual,weak,
hesa441_emergency_situation_facing_c_0020,"The Standing Committee on Health Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic My parents brought us to Canada for a brighter future. A country that provided freedom, equality","Layne, Cinthia",hesa_brief,2022-06-23,en,Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic,"The Standing Committee on Health Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic My parents brought us to Canada for a brighter future. A country that provided freedom, equality, opportunities without limitations. All of that changed in 2020. Under the Charter Rights, we have: Unvaccinated Canadians have been discriminated against and not allowed to board a commercial plane or train in Canada to both domestic and international destinations since 2021. For 6 months, almost 20% of Canadians have been banned from boarding planes and trains. Every other country in the world moved on, but Canada's ban goes on. Justin Trudeau’s travel bans are based in politics, not science. Which science is he following that is different than all the countries around the world? What data is he using? Where is the evidence that these restrictions Regarding Mandates, covid vaccines were mandated in workplaces, school, travel, public places. Millions of Canadians were once again discriminated against. Millions of unvaccinated students are obligated to vaccinate to attend college even though these vaccines have been proven to lose efficacy quickly and do not stop transmission. Data also shows the fully vaccinated people account for most of the hospitalizations across Canada. https://covid-19.ontario.ca/data/hospitalizations#hospitalizationsByVaccinationStatus We now have a PM that has shown his true colours. He discriminates anyone that goes against his mandates. Canada has the most vaccinated population in the world and we’re still under lockdown because of him.",data/interim/clean/hesa441_emergency_situation_facing_c_0020_masked.txt,data/interim/clean/hesa441_emergency_situation_facing_c_0020.txt,public_health,individual,weak,
hesa441_emergency_situation_facing_c_0021,BRIEF FOR CANADA'S ELECTED REPRESENTATIVES ABOUT RECENT MEASURES:,"Sadler, Sharon",hesa_brief,2022-06-23,en,Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic,"BRIEF FOR CANADA'S ELECTED REPRESENTATIVES ABOUT RECENT MEASURES: Because I have had Tuberculosis, whereby the years of chemo drugs destroyed my immune system, my body reacts negatively to all kinds of foods and drugs and stress, etc., and I dare not take anything unless I can be certain of it not causing these bad reactions. Therefore I am unable to receive any of the covid vaccines. Neither my spouse nor I have had covid. Our country fails those in similar situations. I have had to isolate at home for 2 years and 2 months now. My life is over because Canada's elected reps have created a nightmare for all of us. Family members have become enemies because they have been indoctrinated (by government constant propaganda) to believe that unvaccinated people are the worst kind of evil! 1. My sister who visits regularly received her second vaccine June 26 2021 and visited us July 2 2021 for 5 days. The day she arrived I began to experience very unpleasant symptoms, including a sore throat, cold sore, aches, fatigue. Then 12 red dots appeared on my limbs and torso that took 10 days to disappear. Then blood began to ooze from my left ear. The day she left I developed the worst headache of my life and it lasted 2 days until I took a tylenol (which I avoid if possible). Months later my vision has deteriorated and my retina now is lifting, causing huge spots in my eye. 2. This proves",data/interim/clean/hesa441_emergency_situation_facing_c_0021_masked.txt,data/interim/clean/hesa441_emergency_situation_facing_c_0021.txt,public_health,individual,weak,
hesa441_emergency_situation_facing_c_0022,Marijana Skacan Brampton Ontario,"Sokcevic, Marijana",hesa_brief,2022-06-23,en,Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic,"Marijana Skacan Brampton Ontario May 31 2022 As a Canadian being denied the ability to travel To whom it may concern, As a Canadian citizen it is within my right to decide what goes into my body, especially when a vaccine is still in it experimental phase and hadn’t been tested sufficiently to understand benefits and risks. This is my primary reason along with so many other. After November 30, 2021 we were denied to leave this country despite Europe being open for travel, along with many many other countries worldwide. Our right was taken away to freely move within Canada or leave Canada. There are over 6 Million Canadians that cannot exercise their right to move freely within and out of this Country, a direct violation of our Charter of Rights and Freedoms. My parents and sisters live in Europe, along with the rest of my family and I just had a baby a few months ago. We need to see each other and be together for our collective mental health not to mention that these Mandates have proven to be scientifically unsupported, therefor there has been no benefit in violating our Rights in every capacity. It has only caused unnecessary fear and division. In all scenarios, when It comes to mandatory vaccination in a work place, when it comes to travel, when it came to socially isolating the unvaccinated from the few social events that they were able to enjoy. Medically segregating the Unvaccinated has scientifically proven to",data/interim/clean/hesa441_emergency_situation_facing_c_0022_masked.txt,data/interim/clean/hesa441_emergency_situation_facing_c_0022.txt,unlabeled,individual,weak,
hesa441_emergency_situation_facing_c_0023,"Statement for Standing Committee on Health Meeting on Monday, June 13, 2022 The effects of Long COVID – where symptoms of the COVID-19 virus persist beyond four weeks from initial infection – are disr",Viral Neuro Exploration,hesa_brief,2022-06-23,en,Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic,"Statement for Standing Committee on Health Meeting on Monday, June 13, 2022 The effects of Long COVID – where symptoms of the COVID-19 virus persist beyond four weeks from initial infection – are disrupting our health, our labour force and our economy. An estimated 10 to 30 per cent of COVID-19 survivors are currently experiencing a range of Long COVID symptoms, which means that more than one million Canadians could be affected. This is roughly equivalent to the population of Ottawa. [ORG] ([ORG]), a non-profit corporation, was established in April 2020 by the private medical device company Rocket Science Health. Its initial goal was to compile scientific evidence to determine if SARS-CoV-2, a respiratory virus, could directly or indirectly impact the central nervous system. Impacts across the human system had been observed in previous viral pandemics, and therefore there was a precedent to believe the same would be true for this pandemic. [ORG] recruited a Science Advisory Council of leading experts in virology, immunology, neuroscience and neurology, and conducted an extensive literature review of the phenomenon of viruses impacting the brain. The work to gather scientific evidence from around the world—as well as mainstream media coverage—continues with the publication of a by-weekly newsletter called The Grapevine. As Long COVID became a reality, [ORG] recognized the need to include the voices of people with lived experience to understand the full scale of the impacts and patient priorities. Despite the growing evidence base, people with lived experience struggled to be heard as",data/interim/clean/hesa441_emergency_situation_facing_c_0023_masked.txt,data/interim/clean/hesa441_emergency_situation_facing_c_0023.txt,public_health,,weak,
hesa441_emergency_situation_facing_c_0024,"Brief For the consideration of the House of Commons Committee Presented by Ashlee MacDouell While I don't have a personally heartbreaking story about losing my job, business, or home (like","Macdouell, Ashley",hesa_brief,2022-06-23,en,Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic,"Brief For the consideration of the House of Commons Committee Presented by Ashlee MacDouell While I don't have a personally heartbreaking story about losing my job, business, or home (like many Canadians - although my business has suffered) or losing a family member and not being able to be with them at the end of their life (like many Canadians) or having covid-19 and given ineffective treatments (like many Canadians). I am appalled at the handling of this pandemic on all levels. I grew up so proud to live in this beautiful country where so many dreamed of living. I grew up beaming when someone asked where I was from. I grew up knowing that people from other countries respected Canadians. As Canadians, we felt relatively safe. We felt somewhat heard by our government. We felt protected by our health care. Now, I'm ashamed to live here. I can't believe our country handled the pandemic so poorly (and continues to do so). The non pharmaceutical interventions that were put in place were not even recommended.¹ As a parent, I struggle with how to speak about our country and government to my children, and I struggle to explain a lot of what has happened to them. I struggle to explain why we still can't see certain family members because of travel restrictions STILL in place. I'm ashamed that our knowledgeable and experienced health care workers have been silenced, reprimanded or fired. I'm ashamed that we couldn't at least try other early",data/interim/clean/hesa441_emergency_situation_facing_c_0024_masked.txt,data/interim/clean/hesa441_emergency_situation_facing_c_0024.txt,public_health,individual,weak,
hesa441_emergency_situation_facing_c_0025,The pandemic had multiple effects on our family… they were all negative and have made life for my family and my children more difficult. My children initially being sent home from school for an unknow,"Goad, Stephanie",hesa_brief,2022-06-23,en,Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic,"The pandemic had multiple effects on our family… they were all negative and have made life for my family and my children more difficult. My children initially being sent home from school for an unknown amount of time that dragged on week by week immediately crushed their spirit and motivation. My husband and I worked hard (while working at our own jobs) to encourage the kids to participate in the only “normal” left, which was school, albeit virtually. But it became exhausting… exhausting for the children and for my husband and I. We tried to then put focus on family first and trying to make things as pleasant as possible. But how is that a possible task. The tv was spewing out fear with announcements every day that both my husband and I needed to listen to in order to be prepared with announcements due to our own jobs. How was it possible to keep spirits high when my children could not attend school where they would normally socialize with friends and interact with other peers and adults on a regular basis? How could we maintain upbeat attitudes when we were forbidden to see family and the children were held back from their grandparents and had mass media and neighbors and friends putting the stress on the kids about them exposing and killing their own grandparents! How could we live in a place that would blame young children for the death of grandparents? This surpassed just that of our children’s",data/interim/clean/hesa441_emergency_situation_facing_c_0025_masked.txt,data/interim/clean/hesa441_emergency_situation_facing_c_0025.txt,unlabeled,individual,weak,
